NmPratoSopa;NmPratoSopaEN;NmPratoCarne;NmPratoCarneEN;NmPratoPeixe;NmPratoPeixeEN;NmPratoVegetariano;NmPratoVegetarianoEN;NmPratoSobremesa;NmPratoSobremesaEN;Observacoes;DescricaoCarne;DescricaoPeixe;DescricaoVegetariano;DescricaoEmenta;DescricaoEmentaPT;IDPratoSopaFK;IDPratoCarneFK;IDPratoPeixeFK;IDPratoVegetarianoFK;IDPratoSobremesaFK;ReservaAte;ReservasAtePenalizacaoValor;CancelamentoAte;CancelamentoAtePenalizacaoValor;Data;IDEmentaData;DataRefeicao;IDCantinaFK;IDTipoRefeicaoFK;DataRefeicaoOnly;Preco;NmCantina;IDPoloFK;NmPolo;NmTipoRefeicao;NmTipoRefeicaoEN;SopaPTEN;CarnePTEN;PeixePTEN;SobremesaPTEN;VegetarianoPTEN;ImprimePrecos
Couve roxa;Red cabbage soup;Esparguete à bolonhesa;Spaghetti bolognese;Salada fria com atum;Cold salad with tuna;Grão guisado com legumes;Chickpea stew vegetables;Fruta;Fruit;;Couve roxa (Red cabbage soup)Esparguete à bolonhesa (Spaghetti bolognese)Fruta (Fruit);Couve roxa (Red cabbage soup)Salada fria com atum (Cold salad with tuna)Fruta (Fruit);Couve roxa (Red cabbage soup)Grão guisado com legumes (Chickpea stew vegetables)Fruta (Fruit);Couve roxa (Red cabbage soup)Esparguete à bolonhesa (Spaghetti bolognese)Salada fria com atum (Cold salad with tuna)Grão guisado com legumes (Chickpea stew vegetables)Fruta (Fruit);Couve roxa | Esparguete à bolonhesa | Salada fria com atum | Grão guisado com legumes | Fruta;76;92;225;104;15;25/09/2023;0,5;25/09/2023;0,5;25/09/2023;1163;25/09/2023;1;1;2023-09-25;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Couve roxa | Red cabbage soup;Esparguete à bolonhesa | Spaghetti bolognese;Salada fria com atum | Cold salad with tuna;Fruta | Fruit;Grão guisado com legumes | Chickpea stew vegetables;0
Ovo;Egg soup;Frango assado com arroz e batata frita;Roast chicken with rice and fries;Pescada cozida com legumes;Baked hake with vegetables;Legumes salteados com fusilli;Sauteed vegetables with fusilli;Fruta;Fruit;;Ovo (Egg soup)Frango assado com arroz e batata frita (Roast chicken with rice and fries)Fruta (Fruit);Ovo (Egg soup)Pescada cozida com legumes (Baked hake with vegetables)Fruta (Fruit);Ovo (Egg soup)Legumes salteados com fusilli (Sauteed vegetables with fusilli)Fruta (Fruit);Ovo (Egg soup)Frango assado com arroz e batata frita (Roast chicken with rice and fries)Pescada cozida com legumes (Baked hake with vegetables)Legumes salteados com fusilli (Sauteed vegetables with fusilli)Fruta (Fruit);Ovo | Frango assado com arroz e batata frita | Pescada cozida com legumes | Legumes salteados com fusilli | Fruta;41;108;29;40;15;26/09/2023;0,5;26/09/2023;0,5;26/09/2023;1164;26/09/2023;1;1;2023-09-26;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Ovo | Egg soup;Frango assado com arroz e batata frita | Roast chicken with rice and fries;Pescada cozida com legumes | Baked hake with vegetables;Fruta | Fruit;Legumes salteados com fusilli | Sauteed vegetables with fusilli;0
Espinafres;Spinach soup;Strogonoff de peru com massa tricolor;Turkey stroganoff with pasta;Filetes com puré;Fillets with puree;Jardineira de legumes;Vegetable stew with cubed potatoes;Fruta;Fruit;;Espinafres (Spinach soup)Strogonoff de peru com massa tricolor (Turkey stroganoff with pasta)Fruta (Fruit);Espinafres (Spinach soup)Filetes com puré (Fillets with puree)Fruta (Fruit);Espinafres (Spinach soup)Jardineira de legumes (Vegetable stew with cubed potatoes)Fruta (Fruit);Espinafres (Spinach soup)Strogonoff de peru com massa tricolor (Turkey stroganoff with pasta)Filetes com puré (Fillets with puree)Jardineira de legumes (Vegetable stew with cubed potatoes)Fruta (Fruit);Espinafres | Strogonoff de peru com massa tricolor | Filetes com puré | Jardineira de legumes | Fruta;79;448;625;135;15;27/09/2023;0,5;27/09/2023;0,5;27/09/2023;1165;27/09/2023;1;1;2023-09-27;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Espinafres | Spinach soup;Strogonoff de peru com massa tricolor | Turkey stroganoff with pasta;Filetes com puré | Fillets with puree;Fruta | Fruit;Jardineira de legumes | Vegetable stew with cubed potatoes;0
Caldo verde;Soup of shredded kale in potato broth;Arroz à valênciana;Valenciana rice;Peixe assado com batata assada;Fish roasted in the oven with potatoes;Arroz de lentilhas com cogumelos;Lentil rice with mushrooms;Iogurte;Yogurt;;Caldo verde (Soup of shredded kale in potato broth)Arroz à valênciana (Valenciana rice)Iogurte (Yogurt);Caldo verde (Soup of shredded kale in potato broth)Peixe assado com batata assada (Fish roasted in the oven with potatoes)Iogurte (Yogurt);Caldo verde (Soup of shredded kale in potato broth)Arroz de lentilhas com cogumelos (Lentil rice with mushrooms)Iogurte (Yogurt);Caldo verde (Soup of shredded kale in potato broth)Arroz à valênciana (Valenciana rice)Peixe assado com batata assada (Fish roasted in the oven with potatoes)Arroz de lentilhas com cogumelos (Lentil rice with mushrooms)Iogurte (Yogurt);Caldo verde | Arroz à valênciana | Peixe assado com batata assada | Arroz de lentilhas com cogumelos | Iogurte;138;51;58;63;5;28/09/2023;0,5;28/09/2023;0,5;28/09/2023;1166;28/09/2023;1;1;2023-09-28;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Caldo verde | Soup of shredded kale in potato broth;Arroz à valênciana | Valenciana rice;Peixe assado com batata assada | Fish roasted in the oven with potatoes;Iogurte | Yogurt;Arroz de lentilhas com cogumelos | Lentil rice with mushrooms;0
Feijão com hortaliça;Beans and vegetable soup;;;Feijoada de chocos;Bean and cuttlefish stew;Hambúrguer de vegetais;Vegetable burger;Fruta;Fruit;;Feijão com hortaliça (Beans and vegetable soup) ()Fruta (Fruit);Feijão com hortaliça (Beans and vegetable soup)Feijoada de chocos (Bean and cuttlefish stew)Fruta (Fruit);Feijão com hortaliça (Beans and vegetable soup)Hambúrguer de vegetais (Vegetable burger)Fruta (Fruit);Feijão com hortaliça (Beans and vegetable soup) ()Feijoada de chocos (Bean and cuttlefish stew)Hambúrguer de vegetais (Vegetable burger)Fruta (Fruit);Feijão com hortaliça |  | Feijoada de chocos | Hambúrguer de vegetais | Fruta;64;;8;142;15;29/09/2023;0,5;29/09/2023;0,5;29/09/2023;1167;29/09/2023;1;1;2023-09-29;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Feijão com hortaliça | Beans and vegetable soup; | ;Feijoada de chocos | Bean and cuttlefish stew;Fruta | Fruit;Hambúrguer de vegetais | Vegetable burger;0
Creme de legumes;Vegetable cream;Vitela estufada c/ cogumelos e  puré;Veal stuffed with mushrooms and mashed;Douradinhos c/ arroz;Hake bars with rice;Empadão de lentilhas e legumes;Vegetables and lentil pie;Fruta;Fruit;;Creme de legumes (Vegetable cream)Vitela estufada c/ cogumelos e  puré (Veal stuffed with mushrooms and mashed)Fruta (Fruit);Creme de legumes (Vegetable cream)Douradinhos c/ arroz (Hake bars with rice)Fruta (Fruit);Creme de legumes (Vegetable cream)Empadão de lentilhas e legumes (Vegetables and lentil pie)Fruta (Fruit);Creme de legumes (Vegetable cream)Vitela estufada c/ cogumelos e  puré (Veal stuffed with mushrooms and mashed)Douradinhos c/ arroz (Hake bars with rice)Empadão de lentilhas e legumes (Vegetables and lentil pie)Fruta (Fruit);Creme de legumes | Vitela estufada c/ cogumelos e  puré | Douradinhos c/ arroz | Empadão de lentilhas e legumes | Fruta;194;375;304;494;15;02/10/2023;0,5;02/10/2023;0,5;02/10/2023;1198;02/10/2023;1;1;2023-10-02;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Creme de legumes | Vegetable cream;Vitela estufada c/ cogumelos e  puré | Veal stuffed with mushrooms and mashed;Douradinhos c/ arroz | Hake bars with rice;Fruta | Fruit;Empadão de lentilhas e legumes | Vegetables and lentil pie;0
Grão c/ hortaliça;Cheackpeas soup with vegetables;Escalopes c/ cogumelos e batata frita;Escalope with mushrooms and chips;Pescada c/ todos;Hake with boiled potato, egg and cabbage;Hambúrguer de vegetais;Vegetable burger;Fruta;Fruit;;Grão c/ hortaliça (Cheackpeas soup with vegetables)Escalopes c/ cogumelos e batata frita (Escalope with mushrooms and chips)Fruta (Fruit);Grão c/ hortaliça (Cheackpeas soup with vegetables)Pescada c/ todos (Hake with boiled potato, egg and cabbage)Fruta (Fruit);Grão c/ hortaliça (Cheackpeas soup with vegetables)Hambúrguer de vegetais (Vegetable burger)Fruta (Fruit);Grão c/ hortaliça (Cheackpeas soup with vegetables)Escalopes c/ cogumelos e batata frita (Escalope with mushrooms and chips)Pescada c/ todos (Hake with boiled potato, egg and cabbage)Hambúrguer de vegetais (Vegetable burger)Fruta (Fruit);Grão c/ hortaliça | Escalopes c/ cogumelos e batata frita | Pescada c/ todos | Hambúrguer de vegetais | Fruta;299;246;231;142;15;03/10/2023;0,5;03/10/2023;0,5;03/10/2023;1199;03/10/2023;1;1;2023-10-03;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Grão c/ hortaliça | Cheackpeas soup with vegetables;Escalopes c/ cogumelos e batata frita | Escalope with mushrooms and chips;Pescada c/ todos | Hake with boiled potato, egg and cabbage;Fruta | Fruit;Hambúrguer de vegetais | Vegetable burger;0
Peixe;Fish soup;Arroz de carnes douradas no forno;Golden rice meat in the oven;;;Risoto de cogumelos;Mushrooms risoto;Fruta;Fruit;;Peixe (Fish soup)Arroz de carnes douradas no forno (Golden rice meat in the oven)Fruta (Fruit);Peixe (Fish soup) ()Fruta (Fruit);Peixe (Fish soup)Risoto de cogumelos (Mushrooms risoto)Fruta (Fruit);Peixe (Fish soup)Arroz de carnes douradas no forno (Golden rice meat in the oven) ()Risoto de cogumelos (Mushrooms risoto)Fruta (Fruit);Peixe | Arroz de carnes douradas no forno |  | Risoto de cogumelos | Fruta;56;474;;319;15;06/10/2023;0,5;06/10/2023;0,5;06/10/2023;1200;06/10/2023;1;1;2023-10-06;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Peixe | Fish soup;Arroz de carnes douradas no forno | Golden rice meat in the oven; | ;Fruta | Fruit;Risoto de cogumelos | Mushrooms risoto;0
;;;;Feriado;Holiday;;;;;;() () ();()Feriado (Holiday) ();() () ();() ()Feriado (Holiday) () ();|  | Feriado |  | ;;;387;;;05/10/2023;0,5;05/10/2023;0,5;05/10/2023;1201;05/10/2023;1;1;2023-10-05;0;Cantina 1;1;IPG - Campus;Almoço;Lunch; | ; | ;Feriado | Holiday; | ; | ;0
Abóbora c/ lombarda;Pumpkin soup with savoy cabbage;Bife de peru com esparguete;Turkey steak with spaghetti;Lasanha de atum;Tuna lasagne;Massada de grão;Chickpeas pasta;Iogurte;Yogurt;;Abóbora c/ lombarda (Pumpkin soup with savoy cabbage)Bife de peru com esparguete (Turkey steak with spaghetti)Iogurte (Yogurt);Abóbora c/ lombarda (Pumpkin soup with savoy cabbage)Lasanha de atum (Tuna lasagne)Iogurte (Yogurt);Abóbora c/ lombarda (Pumpkin soup with savoy cabbage)Massada de grão (Chickpeas pasta)Iogurte (Yogurt);Abóbora c/ lombarda (Pumpkin soup with savoy cabbage)Bife de peru com esparguete (Turkey steak with spaghetti)Lasanha de atum (Tuna lasagne)Massada de grão (Chickpeas pasta)Iogurte (Yogurt);Abóbora c/ lombarda | Bife de peru com esparguete | Lasanha de atum | Massada de grão | Iogurte;236;399;116;120;5;04/10/2023;0,5;04/10/2023;0,5;04/10/2023;1202;04/10/2023;1;1;2023-10-04;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Abóbora c/ lombarda | Pumpkin soup with savoy cabbage;Bife de peru com esparguete | Turkey steak with spaghetti;Lasanha de atum | Tuna lasagne;Iogurte | Yogurt;Massada de grão | Chickpeas pasta;0
Creme de ervilhas com farrapos de ovo;Peas cream with egg;Almôndegas c/ cogumelos e courgette;Meatballs with mushrooms and zucchini;Filetes c/ salada fria;Fillet of hake with cold salad (potato, beans, green and peas;Empadão vegetariano;Vegetarian pie;Fruta;Fruit;;Creme de ervilhas com farrapos de ovo (Peas cream with egg)Almôndegas c/ cogumelos e courgette (Meatballs with mushrooms and zucchini)Fruta (Fruit);Creme de ervilhas com farrapos de ovo (Peas cream with egg)Filetes c/ salada fria (Fillet of hake with cold salad (potato, beans, green and peas)Fruta (Fruit);Creme de ervilhas com farrapos de ovo (Peas cream with egg)Empadão vegetariano (Vegetarian pie)Fruta (Fruit);Creme de ervilhas com farrapos de ovo (Peas cream with egg)Almôndegas c/ cogumelos e courgette (Meatballs with mushrooms and zucchini)Filetes c/ salada fria (Fillet of hake with cold salad (potato, beans, green and peas)Empadão vegetariano (Vegetarian pie)Fruta (Fruit);Creme de ervilhas com farrapos de ovo | Almôndegas c/ cogumelos e courgette | Filetes c/ salada fria | Empadão vegetariano | Fruta;479;373;320;223;15;09/10/2023;0,5;09/10/2023;0,5;09/10/2023;1233;09/10/2023;1;1;2023-10-09;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Creme de ervilhas com farrapos de ovo | Peas cream with egg;Almôndegas c/ cogumelos e courgette | Meatballs with mushrooms and zucchini;Filetes c/ salada fria | Fillet of hake with cold salad (potato, beans, green and peas;Fruta | Fruit;Empadão vegetariano | Vegetarian pie;0
Abóbora com massinhas;Pumpkin soup with small pasta;Espetadas de peru c/ massa espiral;Turkey brochette with pasta;Empadão de pescada;Hake pie;Paella vegetariana;Vegetarian paella;Gelatina;Gelatin;;Abóbora com massinhas (Pumpkin soup with small pasta)Espetadas de peru c/ massa espiral (Turkey brochette with pasta)Gelatina (Gelatin);Abóbora com massinhas (Pumpkin soup with small pasta)Empadão de pescada (Hake pie)Gelatina (Gelatin);Abóbora com massinhas (Pumpkin soup with small pasta)Paella vegetariana (Vegetarian paella)Gelatina (Gelatin);Abóbora com massinhas (Pumpkin soup with small pasta)Espetadas de peru c/ massa espiral (Turkey brochette with pasta)Empadão de pescada (Hake pie)Paella vegetariana (Vegetarian paella)Gelatina (Gelatin);Abóbora com massinhas | Espetadas de peru c/ massa espiral | Empadão de pescada | Paella vegetariana | Gelatina;549;296;480;44;49;10/10/2023;0,5;10/10/2023;0,5;10/10/2023;1234;10/10/2023;1;1;2023-10-10;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Abóbora com massinhas | Pumpkin soup with small pasta;Espetadas de peru c/ massa espiral | Turkey brochette with pasta;Empadão de pescada | Hake pie;Gelatina | Gelatin;Paella vegetariana | Vegetarian paella;0
Caldo verde;Soup of shredded kale in potato broth;Feijoada à transmontana;Red beans stew with bacon, pork, kale and rice;Abrótea estufada c/ puré;White fish stew;Couscous vegetarianos;Vegetarian couscous;Fruta;Fruit;;Caldo verde (Soup of shredded kale in potato broth)Feijoada à transmontana (Red beans stew with bacon, pork, kale and rice)Fruta (Fruit);Caldo verde (Soup of shredded kale in potato broth)Abrótea estufada c/ puré (White fish stew)Fruta (Fruit);Caldo verde (Soup of shredded kale in potato broth)Couscous vegetarianos (Vegetarian couscous)Fruta (Fruit);Caldo verde (Soup of shredded kale in potato broth)Feijoada à transmontana (Red beans stew with bacon, pork, kale and rice)Abrótea estufada c/ puré (White fish stew)Couscous vegetarianos (Vegetarian couscous)Fruta (Fruit);Caldo verde | Feijoada à transmontana | Abrótea estufada c/ puré | Couscous vegetarianos | Fruta;138;115;237;34;15;11/10/2023;0,5;11/10/2023;0,5;11/10/2023;1235;11/10/2023;1;1;2023-10-11;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Caldo verde | Soup of shredded kale in potato broth;Feijoada à transmontana | Red beans stew with bacon, pork, kale and rice;Abrótea estufada c/ puré | White fish stew;Fruta | Fruit;Couscous vegetarianos | Vegetarian couscous;0
Grão c/ hortaliça;Cheackpeas soup with vegetables;Lombo assado com arroz e batata frita;Baked pork loin with fries;Caldeirada de peixe;Fish stew;Cogumelos salteados com esparguete;Sautéed mushrooms with spaghetti;Iogurte;Yogurt;;Grão c/ hortaliça (Cheackpeas soup with vegetables)Lombo assado com arroz e batata frita (Baked pork loin with fries)Iogurte (Yogurt);Grão c/ hortaliça (Cheackpeas soup with vegetables)Caldeirada de peixe (Fish stew)Iogurte (Yogurt);Grão c/ hortaliça (Cheackpeas soup with vegetables)Cogumelos salteados com esparguete (Sautéed mushrooms with spaghetti)Iogurte (Yogurt);Grão c/ hortaliça (Cheackpeas soup with vegetables)Lombo assado com arroz e batata frita (Baked pork loin with fries)Caldeirada de peixe (Fish stew)Cogumelos salteados com esparguete (Sautéed mushrooms with spaghetti)Iogurte (Yogurt);Grão c/ hortaliça | Lombo assado com arroz e batata frita | Caldeirada de peixe | Cogumelos salteados com esparguete | Iogurte;299;171;25;48;5;12/10/2023;0,5;12/10/2023;0,5;12/10/2023;1236;12/10/2023;1;1;2023-10-12;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Grão c/ hortaliça | Cheackpeas soup with vegetables;Lombo assado com arroz e batata frita | Baked pork loin with fries;Caldeirada de peixe | Fish stew;Iogurte | Yogurt;Cogumelos salteados com esparguete | Sautéed mushrooms with spaghetti;0
Tomate c/ feijão branco;Tomato soup with white beans;;;Meia desfeita de bacalhau com grão;Flaked codfish with boiled chickpeas and egg, parsley and black olives;Arroz primaveril c/ soja;Soybean rice;Fruta;Fruit;;Tomate c/ feijão branco (Tomato soup with white beans) ()Fruta (Fruit);Tomate c/ feijão branco (Tomato soup with white beans)Meia desfeita de bacalhau com grão (Flaked codfish with boiled chickpeas and egg, parsley and black olives)Fruta (Fruit);Tomate c/ feijão branco (Tomato soup with white beans)Arroz primaveril c/ soja (Soybean rice)Fruta (Fruit);Tomate c/ feijão branco (Tomato soup with white beans) ()Meia desfeita de bacalhau com grão (Flaked codfish with boiled chickpeas and egg, parsley and black olives)Arroz primaveril c/ soja (Soybean rice)Fruta (Fruit);Tomate c/ feijão branco |  | Meia desfeita de bacalhau com grão | Arroz primaveril c/ soja | Fruta;239;;119;298;15;13/10/2023;0,5;13/10/2023;0,5;13/10/2023;1237;13/10/2023;1;1;2023-10-13;0;Cantina 1;1;IPG - Campus;Almoço;Lunch;Tomate c/ feijão branco | Tomato soup with white beans; | ;Meia desfeita de bacalhau com grão | Flaked codfish with boiled chickpeas and egg, parsley and black olives;Fruta | Fruit;Arroz primaveril c/ soja | Soybean rice;0
